station_code,station_name,latitude,longitude,state,zone,is_junction,track_degree,opened_year,established_date,historical_details,daily_footfall,platform_count,peak_crowd_level,bias_correction_flag
KRRA,KARRA,23.121932,85.132742,All India,IR,1,36,1954,1954-05-25,Established 1954 under IR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
KSC,KASHI CHAK,25.070799,85.718754,Bihar,ECR,1,36,1965,1965-10-02,Established 1965 under ECR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
KSJ,KASGANJ,27.801887,78.646026,All India,IR,1,36,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
KTMA,KOTMA,23.202833,81.979022,Madhya Pradesh,SECR,1,36,1976,1976-02-22,Established 1976 under SECR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
KVA,KAVAS,25.867466,71.538716,Rajasthan,NWR,1,36,1966,1966-11-03,Established 1966 under NWR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
KXF,KAMPIL ROAD,27.567619,79.265007,All India,IR,1,36,2003,2003-06-10,Established 2003 under IR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
LCAE,LALBAGH COURT ROAD,24.173693,88.246307,West Bengal,ER,1,36,1862,1862-02-26,Established 1862 under ER Railway network expansion.,4247,2,NORMAL,JUNCTION_HUB
LHW,Loharwara,27.198390,75.676870,Rajasthan,NWR,1,36,1975,1975-08-12,Established 1975 under NWR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
LKDU,Lankalakoderu,16.534517,81.681244,Andhra Pradesh,SCR,1,36,1899,1899-05-25,Established 1899 under SCR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
LMM,LAILAKH MAMLKHA,25.218270,87.105067,All India,IR,1,36,2000,2000-03-07,Established 2000 under IR Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
LOM,LODHMA,23.223350,85.200121,All India,IR,1,36,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
MAHO,MAHOLI,27.648720,80.477073,All India,IR,1,36,2003,2003-06-14,Established 2003 under IR Railway network expansion.,4423,2,NORMAL,JUNCTION_HUB
MALB,MALIYA MIYANA,23.103167,70.754885,All India,IR,1,36,1994,1994-09-05,Established 1994 under IR Railway network expansion.,4324,1,NORMAL,JUNCTION_HUB
MCZ,MAHABUANG,22.719929,84.935276,All India,IR,1,36,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
MDS,MANDASOR,24.075937,75.076343,Madhya Pradesh,WR,1,36,1868,1868-01-05,Established 1868 under WR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
MEG,MELENG,26.794395,94.305982,All India,IR,1,36,1987,1987-02-22,Established 1987 under IR Railway network expansion.,3587,2,NORMAL,JUNCTION_HUB
MGF,Mandagere,12.730158,76.378905,Karnataka,SWR,1,36,1958,1958-03-23,Established 1958 under SWR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
MGSO,MGSO,21.020000,78.095000,All India,IR,1,36,1960,1960-11-03,Established 1960 under IR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
MINJ,MAIKALGANJ,27.717537,80.337822,All India,IR,1,36,1952,1952-03-23,Established 1952 under IR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
MLG,MALHARGARH,24.265618,74.972666,Madhya Pradesh,WR,1,36,1864,1864-09-01,Established 1864 under WR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
MNPT,MUNGILIPATTU,13.556546,79.241098,All India,IR,1,36,1969,1969-08-12,Established 1969 under IR Railway network expansion.,4709,2,NORMAL,JUNCTION_HUB
MSS,Masarahalli,13.804192,75.735905,Karnataka,SWR,1,36,1983,1983-04-20,Established 1983 under SWR Railway network expansion.,3873,2,NORMAL,JUNCTION_HUB
MZH,MAUHARI,23.118661,81.769465,Madhya Pradesh,SECR,1,36,1979,1979-12-16,Established 1979 under SECR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
NDH,Nindhar Benar,27.003882,75.729096,Rajasthan,NWR,1,36,1958,1958-03-23,Established 1958 under NWR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
NHX,NARTHAR,27.632931,79.023137,All India,IR,1,36,2008,2008-11-15,Established 2008 under IR Railway network expansion.,55234,5,HIGH,JUNCTION_HUB
NLI,NAMLI,23.455521,75.067161,Madhya Pradesh,WR,1,36,1867,1867-12-04,Established 1867 under WR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
NWD,NAWADIH,24.886758,85.548645,Bihar,ECR,1,36,1973,1973-06-10,Established 1973 under ECR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
NXN,NUAGAON,22.386583,84.942033,All India,IR,1,36,1954,1954-05-21,Established 1954 under IR Railway network expansion.,3884,1,NORMAL,JUNCTION_HUB
PALM,PALAIYAM,10.718615,78.129081,Tamil Nadu,SR,1,36,1883,1883-11-19,Established 1883 under SR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
PBB,PARBATONIA,22.497617,84.949201,All India,IR,1,36,1982,1982-09-17,Established 1982 under IR Railway network expansion.,3532,1,NORMAL,JUNCTION_HUB
PDKN,PEDAKAKANI HALT,16.343239,80.486155,All India,IR,1,36,1951,1951-02-22,Established 1951 under IR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
PIP,PIPLIA,24.203693,75.007483,Madhya Pradesh,WR,1,36,1873,1873-06-10,Established 1873 under WR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
PKC,PAKRA,22.828158,84.936906,All India,IR,1,36,1992,1992-07-27,Established 1992 under IR Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
PKO,Palakollu,16.522244,81.717145,Andhra Pradesh,SCR,1,36,1949,1949-07-11,Established 1949 under SCR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
PLSN,Palsana,27.484876,75.380080,Rajasthan,NWR,1,36,1992,1992-06-10,Established 1992 under NWR Railway network expansion.,4687,2,NORMAL,JUNCTION_HUB
PPKD,PAPRAKUND,24.421090,82.931711,Uttar Pradesh,ECR,1,36,1978,1978-04-24,Established 1978 under ECR Railway network expansion.,4533,2,NORMAL,JUNCTION_HUB
PRTL,Pirtala,24.359325,88.280583,West Bengal,ER,1,36,1907,1907-11-15,Established 1907 under ER Railway network expansion.,4742,1,NORMAL,JUNCTION_HUB
PRU,PARLU,25.823775,72.431900,Rajasthan,NWR,1,36,1987,1987-08-24,Established 1987 under NWR Railway network expansion.,3917,2,NORMAL,JUNCTION_HUB
PSN,PARSENDI,27.582038,80.836816,All India,IR,1,36,1951,1951-02-18,Established 1951 under IR Railway network expansion.,3851,2,NORMAL,JUNCTION_HUB
PTI,PATIALI,27.684320,78.984173,All India,IR,1,36,2007,2007-10-14,Established 2007 under IR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
PWBN,PAWAI BROHMASTHAN HALT,25.171223,86.196522,All India,IR,1,36,1961,1961-12-04,Established 1961 under IR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
RAMR,RAMAIPUR HALT,27.545116,80.897107,All India,IR,1,36,1956,1956-07-27,Established 1956 under IR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
RDN,RUDAIN,27.579928,79.186618,All India,IR,1,36,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
SBIS,SABARMATI SOUTH,23.083452,72.563755,All India,IR,1,36,1955,1955-06-26,Established 1955 under IR Railway network expansion.,19015,4,MODERATE,JUNCTION_HUB
SBNM,Subarnamrigi,24.273210,88.292124,West Bengal,ER,1,36,1889,1889-05-25,Established 1889 under ER Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
SGNR,SHRI GANGANAGAR,29.931792,73.871417,Rajasthan,NWR,1,36,1989,1989-03-07,Established 1989 under NWR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
SHK,SHEIKPURA,25.132088,85.854024,Bihar,ECR,1,36,1970,1970-03-07,Established 1970 under ECR Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
SMKT,Somankatti,15.766716,75.632594,Karnataka,SWR,1,36,1994,1994-08-12,Established 1994 under SWR Railway network expansion.,4709,2,NORMAL,JUNCTION_HUB
SPV,Sivapur,13.647065,75.939298,Karnataka,SWR,1,36,1989,1989-10-26,Established 1989 under SWR Railway network expansion.,3939,2,NORMAL,JUNCTION_HUB
SRB,SAROBAG,25.273371,86.476555,All India,IR,1,36,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
SRBR,SURBARI,23.231063,70.696477,All India,IR,1,36,1963,1963-02-06,Established 1963 under IR Railway network expansion.,4643,2,NORMAL,JUNCTION_HUB
SRY,SIRARI,25.132853,85.952587,Bihar,ECR,1,36,1994,1994-03-03,Established 1994 under ECR Railway network expansion.,3994,1,NORMAL,JUNCTION_HUB
SSD,SHAMSABAD,27.469912,79.438167,All India,IR,1,36,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
SWRT,SAHAWAR TOWN,27.794835,78.831344,All India,IR,1,36,1986,1986-01-01,Established 1986 under IR Railway network expansion.,4896,1,NORMAL,JUNCTION_HUB
TATI,TATI,22.558382,84.918457,All India,IR,1,36,1956,1956-07-27,Established 1956 under IR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
TKE,Tarikere Junction,13.710886,75.812209,Karnataka,SWR,1,36,1968,1968-01-05,Established 1968 under SWR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
TLHR,TALCHER,20.932262,85.200385,ODISHA,ECOR,1,36,1964,1964-03-07,Established 1964 under ECOR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
TRE,TIKRI,27.116135,82.070639,All India,IR,1,36,2005,2005-08-12,Established 2005 under IR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
TVR,THIRUVARUR JN,10.764347,79.633898,Tamil Nadu,SR,1,36,1892,1892-01-01,Established 1892 under SR Railway network expansion.,3972,1,NORMAL,JUNCTION_HUB
TWL,TILWARA,25.893262,72.078131,Rajasthan,NWR,1,36,1987,1987-08-24,Established 1987 under NWR Railway network expansion.,3917,2,NORMAL,JUNCTION_HUB
UCH,UNCHAULIA,27.809260,80.068986,All India,IR,1,36,1994,1994-09-01,Established 1994 under IR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
UTL,UTARLAI,25.788344,71.443638,Rajasthan,NWR,1,36,1985,1985-06-22,Established 1985 under NWR Railway network expansion.,17635,4,MODERATE,JUNCTION_HUB
VEI,VELLIYANI,10.841000,78.114795,Tamil Nadu,SR,1,36,1868,1868-01-05,Established 1868 under SR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
VI,Villianur,11.919269,79.757506,Puducherry,SR,1,36,1909,1909-04-20,Established 1909 under SR Railway network expansion.,2949,2,NORMAL,JUNCTION_HUB
VRA,Valavanur,11.917402,79.573803,Tamil Nadu,SR,1,36,1873,1873-06-10,Established 1873 under SR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
WRS,WARIS ALEGANJ,25.015425,85.642177,Bihar,ECR,1,36,1992,1992-01-01,Established 1992 under ECR Railway network expansion.,3972,1,NORMAL,JUNCTION_HUB
WZJ,WAZERGANJ,24.813122,85.225637,Bihar,ECR,1,36,1991,1991-12-28,Established 1991 under ECR Railway network expansion.,3961,2,NORMAL,JUNCTION_HUB
YGA,Yerra Goppa Halt,15.905354,75.648078,Karnataka,SWR,1,36,1965,1965-10-02,Established 1965 under SWR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
BNGO,BINGAON,23.166688,85.165814,All India,IR,1,35,2004,2004-07-15,Established 2004 under IR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
CWA,Chhindwara Junction,22.058201,78.953212,Madhya Pradesh,SECR,1,35,1959,1959-04-24,Established 1959 under SECR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
CYZ,CHIPYANA BUZURG,28.627977,77.459346,All India,IR,1,35,1956,1956-07-23,Established 1956 under IR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
KLK,Kalka,30.837667,76.931759,Haryana,NR,1,35,1866,1866-11-03,Established 1866 under NR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
RVG,REVELGANJ GHAT HALT,25.787072,84.639402,All India,IR,1,35,2009,2009-12-16,Established 2009 under IR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
RXL,RAXAUL JN,26.987018,84.844564,Bihar,ECR,1,35,1986,1986-07-23,Established 1986 under ECR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
RYM,RAMIDI HALT,31.465951,75.407843,All India,IR,1,35,1958,1958-09-25,Established 1958 under IR Railway network expansion.,3928,1,NORMAL,JUNCTION_HUB
TKVR,TAPPA KHAJURIAY,25.807401,84.688889,All India,IR,1,35,1977,1977-04-20,Established 1977 under IR Railway network expansion.,4797,2,NORMAL,JUNCTION_HUB
AAK,ANKAI KILA,20.183180,74.436855,All India,IR,1,34,1975,1975-02-10,Established 1975 under IR Railway network expansion.,16715,3,MODERATE,JUNCTION_HUB
AMBR,Ambika Rohina,18.442254,76.943721,Maharashtra,SCR,1,34,1945,1945-03-11,Established 1945 under SCR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
BAT,Batala Junction,31.821482,75.194432,Punjab,NR,1,34,1910,1910-12-20,Established 1910 under NR Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
BDYK,BINDAYAKA,26.924224,75.659572,All India,IR,1,34,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
BMK,BIRANG KHERA,29.912570,74.635864,Punjab,NWR,1,34,1958,1958-03-23,Established 1958 under NWR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
BRK,Bahraich,27.581536,81.607518,Uttar Pradesh,NER,1,34,1938,1938-08-28,Established 1938 under NER Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
BWB,BAGWALI,30.033152,74.772519,Punjab,NWR,1,34,1959,1959-04-24,Established 1959 under NWR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
CHN,Chhina,31.902255,75.271993,Punjab,NR,1,34,1912,1912-02-22,Established 1912 under NR Railway network expansion.,3587,2,NORMAL,JUNCTION_HUB
CJ,KANCHIPURAM,12.848947,79.703149,Tamil Nadu,SR,1,34,1891,1891-10-02,Established 1891 under SR Railway network expansion.,2751,2,NORMAL,JUNCTION_HUB
CJE,KANCHIPURAM EAST,12.841137,79.712044,Tamil Nadu,SR,1,34,1905,1905-07-15,Established 1905 under SR Railway network expansion.,16830,2,MODERATE,JUNCTION_HUB
CKW,CHALKHOA,27.465663,94.959205,Assam,NFR,1,34,1944,1944-02-06,Established 1944 under NFR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
CKX,Chakur,18.487561,76.884028,Maharashtra,SCR,1,34,1945,1945-03-07,Established 1945 under SCR Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
CLW,Chilwariya,27.487001,81.698732,Uttar Pradesh,NER,1,34,1945,1945-03-07,Established 1945 under NER Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
CNKP,CHANAKYAPURI,28.591905,77.172004,Delhi NCT,NR,1,34,1885,1885-01-21,Established 1885 under NR Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
DABN,DHABAN,29.859997,74.542880,Rajasthan,NWR,1,34,1952,1952-02-26,Established 1952 under NWR Railway network expansion.,4247,2,NORMAL,JUNCTION_HUB
DWF,DUDH SAGAR WATER FALLS,15.313337,74.314034,Karnataka,SWR,1,34,1965,1965-10-02,Established 1965 under SWR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
DWJN,DIVA JN. CABIN,19.188667,73.042923,All India,IR,1,34,1957,1957-08-28,Established 1957 under IR Railway network expansion.,4577,2,NORMAL,JUNCTION_HUB
GSW,GURSAR SHNEWALA,30.138927,74.886120,Punjab,NWR,1,34,1981,1981-02-18,Established 1981 under NWR Railway network expansion.,3851,2,NORMAL,JUNCTION_HUB
GWS,GAUSHALA,29.298626,79.009802,Uttarakhand,NER,1,34,1896,1896-02-18,Established 1896 under NER Railway network expansion.,3851,2,NORMAL,JUNCTION_HUB
HM,HADMATIYA JN,22.427905,70.470438,Gujarat,WR,1,34,1899,1899-06-10,Established 1899 under WR Railway network expansion.,2839,2,NORMAL,JUNCTION_HUB
HR,Harpalu,28.569054,75.491047,Rajasthan,NWR,1,34,1959,1959-11-15,Established 1959 under NWR Railway network expansion.,2894,1,NORMAL,JUNCTION_HUB
INDRG,INDRG,22.085000,77.885000,All India,IR,1,34,1962,1962-01-09,Established 1962 under IR Railway network expansion.,5292,1,NORMAL,JUNCTION_HUB
JLQ,JALPUR,29.012364,78.870355,Uttar Pradesh,?,1,34,2001,2001-04-08,Established 2001 under ? Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
LKB,LAKSHMIPUR BHORANG,25.288258,87.363360,All India,IR,1,34,1987,1987-02-22,Established 1987 under IR Railway network expansion.,3587,2,NORMAL,JUNCTION_HUB
MBY,MANDI DABWALI,29.966227,74.700155,Haryana,NWR,1,34,1972,1972-05-09,Established 1972 under NWR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
MNSR,MANAKSAR,29.680074,74.383621,Rajasthan,NWR,1,34,1995,1995-09-13,Established 1995 under NWR Railway network expansion.,19360,4,MODERATE,JUNCTION_HUB
MT,Matera,27.784934,81.553447,Uttar Pradesh,NER,1,34,1936,1936-06-22,Established 1936 under NER Railway network expansion.,2971,2,NORMAL,JUNCTION_HUB
NAWN,NAWAN,29.653072,74.353285,Rajasthan,NWR,1,34,1983,1983-09-01,Established 1983 under NWR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
NNP,Nanpara Junction,27.859887,81.512594,Uttar Pradesh,NER,1,34,1951,1951-09-13,Established 1951 under NER Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
NTVT,NETHRAVATHI,12.844375,74.856475,All India,IR,1,34,1982,1982-09-25,Established 1982 under IR Railway network expansion.,4852,1,NORMAL,JUNCTION_HUB
PAGM,Pennada Agraharam,16.541296,81.577652,Andhra Pradesh,SCR,1,34,1948,1948-06-14,Established 1948 under SCR Railway network expansion.,4423,2,NORMAL,JUNCTION_HUB
PALR,PALUR,12.766651,79.906997,Tamil Nadu,SR,1,34,1888,1888-04-24,Established 1888 under SR Railway network expansion.,4533,2,NORMAL,JUNCTION_HUB
PDR,Payagpur,27.407067,81.776186,Uttar Pradesh,NER,1,34,1945,1945-03-07,Established 1945 under NER Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
PTRL,PATHRALA,30.006625,74.743953,Punjab,NWR,1,34,1997,1997-11-15,Established 1997 under NWR Railway network expansion.,4742,1,NORMAL,JUNCTION_HUB
PYV,PAZHAYA SEEVARAM,12.777131,79.877700,Tamil Nadu,SR,1,34,1895,1895-04-04,Established 1895 under SR Railway network expansion.,55965,4,HIGH,JUNCTION_HUB
RDY,REDIPALAYAM,12.736973,79.947180,Tamil Nadu,SR,1,34,1879,1879-12-16,Established 1879 under SR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
RRE,Rahul Road,25.274193,85.530934,Bihar,ECR,1,34,1973,1973-06-10,Established 1973 under ECR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
RS,Risia,27.688822,81.605514,Uttar Pradesh,NER,1,34,1940,1940-10-26,Established 1940 under NER Railway network expansion.,15795,2,MODERATE,JUNCTION_HUB
SDPR,SARDAR PATEL ROAD,28.595813,77.167107,Delhi NCT,NR,1,34,1898,1898-02-06,Established 1898 under NR Railway network expansion.,4643,2,NORMAL,JUNCTION_HUB
SGF,SANGAT,30.088059,74.832530,Punjab,NWR,1,34,1964,1964-09-01,Established 1964 under NWR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
SGKM,Srungavruksham,16.543756,81.601906,Andhra Pradesh,SCR,1,34,1901,1901-07-27,Established 1901 under SCR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
SGRA,SANGARIA,29.792508,74.466053,Rajasthan,NWR,1,34,1976,1976-02-22,Established 1976 under NWR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
SILO,Silao,25.078599,85.434638,Bihar,ECR,1,34,1986,1986-12-04,Established 1986 under ECR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
SRN,Soron,27.883694,78.748798,Uttar Pradesh,NER,1,34,1898,1898-04-20,Established 1898 under NER Railway network expansion.,3873,2,NORMAL,JUNCTION_HUB
SRNK,Soron,27.883354,78.748458,Uttar Pradesh,NER,1,34,1913,1913-07-11,Established 1913 under NER Railway network expansion.,4698,1,NORMAL,JUNCTION_HUB
SSPD,Sadashivapet Road,17.483565,77.872820,Andhra Pradesh,SCR,1,34,1909,1909-03-07,Established 1909 under SCR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
STRK,SITAPUR KUTCHERY HALT,27.564603,80.687163,All India,IR,1,34,1974,1974-01-17,Established 1974 under IR Railway network expansion.,4764,1,NORMAL,JUNCTION_HUB
SURP,Suratpura,28.661958,75.406758,Rajasthan,NWR,1,34,1940,1940-07-23,Established 1940 under NWR Railway network expansion.,19590,2,MODERATE,JUNCTION_HUB
SVDC,Sivadevunichkla,16.535629,81.658944,Andhra Pradesh,SCR,1,34,1899,1899-05-25,Established 1899 under SCR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
TKUR,TAPPA KHAJURIA,27.579425,80.761641,All India,IR,1,34,1976,1976-03-19,Established 1976 under IR Railway network expansion.,4786,1,NORMAL,JUNCTION_HUB
VB,VILLIYAMBAKKAM,12.754406,79.929175,Tamil Nadu,SR,1,34,1902,1902-09-13,Established 1902 under SR Railway network expansion.,2872,1,NORMAL,JUNCTION_HUB
VVM,Viravasaram,16.542124,81.632540,Andhra Pradesh,SCR,1,34,1904,1904-10-26,Established 1904 under SCR Railway network expansion.,3939,2,NORMAL,JUNCTION_HUB
WJ,WALAJABAD,12.797321,79.818370,Tamil Nadu,SR,1,34,1911,1911-06-22,Established 1911 under SR Railway network expansion.,2971,2,NORMAL,JUNCTION_HUB
YEAM,Yogendra Dham Halt,27.454598,81.728543,Uttar Pradesh,NER,1,34,1895,1895-01-21,Established 1895 under NER Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
ERSD,ERNAKULAM D CABIN,9.979712,76.306549,All India,IR,1,33,1952,1952-03-23,Established 1952 under IR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
NTT,NATHAPETTAI,12.824069,79.756150,Tamil Nadu,SR,1,33,1886,1886-07-23,Established 1886 under SR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
AHQ,AHERA HALT,28.926421,77.278624,Uttar Pradesh,NR,1,32,1913,1913-03-23,Established 1913 under NR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
AILM,AILAM,29.271995,77.291535,Uttar Pradesh,NR,1,32,1876,1876-04-12,Established 1876 under NR Railway network expansion.,4401,2,NORMAL,JUNCTION_HUB
AJKI,AJITKHERI,23.040004,76.045323,Madhya Pradesh,WR,1,32,1872,1872-12-08,Established 1872 under WR Railway network expansion.,4357,2,NORMAL,JUNCTION_HUB
AMPL,AMMAPALLI HALT,25.272441,87.458575,All India,IR,1,32,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
ANDN,Anand Nagar,27.103714,83.270698,Uttar Pradesh,NER,1,32,1944,1944-02-10,Established 1944 under NER Railway network expansion.,57427,5,HIGH,JUNCTION_HUB
ARQ,ARARIYA COURT,26.114921,87.446912,All India,IR,1,32,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
